doi,type,year,source,title
10.1007/s11063-024-11609-w,article,2024.0,Neural Process Lett,Efficient {Visual} {Metaphor} {Image} {Generation} {Based} on {Metaphor} {Understanding}
10.1007/978-981-97-0922-9_22,inproceedings,2024.0,Advances in Mechanical Design,Research on a {Novel} {Analogical} {Reasoning} {Method} for {Biomimetic} {Concept} {Generation}
10.3758/s13423-023-02268-4,article,2023.0,Psychon Bull Rev,The effects of retrieval versus study on analogical problem solving
10.1007/s10936-022-09929-w,article,2023.0,J Psycholinguist Res,Are {Older} {Bilinguals}’ {Better} in {Metaphor} {Generation}?
10.1007/s10462-023-10564-7,article,2023.0,Artif Intell Rev,"A survey on computational metaphor processing techniques: from identification, interpretation, generation to application"
10.1007/978-3-031-16178-0_9,inproceedings,2023.0,Advances in Data Science and Artificial Intelligence,An {Analogous} {Review} of the {Challenges} and {Endeavor} in {Suspense} {Story} {Generation} {Technique}
10.3758/s13421-022-01279-1,article,2022.0,Mem Cogn,The effect of surface similarities on the retrieval of analogous daily-life events
10.1007/978-3-031-34732-0_41,inproceedings,2023.0,Culture and Computing,Present {Causal} {Relationship} {Retrieval} for {Historical} {Analogy}
10.1007/978-981-97-9443-0_15,inproceedings,2025.0,Natural Language Processing and Chinese Computing,Overview of the {NLPCC} 2024 {Shared} {Task} on {Chinese} {Metaphor} {Generation}
10.1007/s12034-024-03292-3,article,2024.0,Bull Mater Sci,Evaluation of heavy metal contamination: an analogy between conventional techniques and paper microfluidics as the futuristic probe for diverse environmental matrices
10.1007/s10010-023-00613-6,article,2023.0,Forsch Ingenieurwes,Analogy test rig for the generation of tooth flank fractures at large gears ({WZL}-double pulsator)—commissioning and first test results
10.1007/978-3-031-61057-8_18,inproceedings,2024.0,Advanced Information Systems Engineering,Data {Friction}: {Physics}-{Inspired} {Metaphor} to {Evaluate} the {Technical} {Difficulties} in {Trustworthy} {Data} {Sharing}
10.1007/978-981-99-0428-0_39,inproceedings,2023.0,"Design in the Era of Industry 4.0, Volume 3",Role of {Random} {Analogy} as {Catalyst} to {Creative} {Idea} {Generation} in the {Early} {Stage} of {New} {Product} {Design}
10.1007/978-981-16-1781-2_56,inproceedings,2022.0,Proceedings of Sixth International Congress on Information and Communication Technology,Mono- and {Cross}-{Language} {Information} {Retrieval} based on {Analogical} {Proportions}: {A} {Review}
10.1007/978-3-031-05061-9_9,inproceedings,2022.0,"Social Computing and Social Media: Design, User Experience and Impact",Temporal and {Geographic} {Oriented} {Event} {Retrieval} for {Historical} {Analogy}
